Tech_ID,Depot_Assigned,Years of Exp,SkillSet,Rate per hour
T5319,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T5320,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5321,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T5322,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T5323,"QQ94+Q6F, Taluk panchayat, Sindhanur, Karnataka 584128, India",4,Equipment installation,Rs.500
T5324,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5325,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5326,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5327,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5328,"Mini Vidana Soundha, Ballari - Hubballi Rd, New Hubli, Hubballi, Karnataka 580020, India",4,Equipment installation,Rs.500
T5329,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T5330,"Q9QX+W4Q, PB Rd, Vidya Nagar, Haveri, Karnataka 581110, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5331,"88, Borewell Rd, Palm Meadows, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560089",2,Equipment installation,Rs.500
T5332,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T5333,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5334,"PXQG+6GW, Gajendragad, Karnataka 582114, India",4,Equipment installation,Rs.500
T5335,"QQMR+9V6, Bagepalli, Karnataka 561207, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5336,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585241",4,Equipment installation,Rs.500
T5337,"765X+8HP, Kundgol, Karnataka 581113, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T5338,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5339,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5340,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",1,Equipment installation,Rs.500
T5341,"WXH2+JVW, Chamarajanagara-BR Hills Rd, Bhagirath Nagar, Chamarajnagar, Karnataka 571313, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5342,"X6MC+58Q, Shiggaon, Karnataka 581205, India",4,Equipment installation,Rs.500
T5343,"WMV4+7WC, Maski, Karnataka 584124, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T5344,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585508",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5345,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5346,"8XQ4+HCW, Mudalagi, Karnataka 591312, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T5347,"near, hanumanthappa circle, Basavanahalli, Chikkamagaluru, Karnataka 577101, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T5348,"84Q7+M4X, taluk walfare office, Tumakuru, Karnataka 572101, India",1,Equipment installation,Rs.500
T5349,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5350,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",2,Equipment installation,Rs.500
T5351,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",2,Equipment installation,Rs.500
T5352,"X9J3+XMP, SH 6, Savanur Rural, Karnataka 581118, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5353,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",2,Equipment installation,Rs.500
T5354,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585180",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5355,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5356,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T5357,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585447",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5358,"HHC8+7R5, Aland, Karnataka 585302, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T5359,"Q42P+HFQ, Yadgir-Bidar Rd, Yadgiri, Karnataka 585201, India",1,Equipment installation,Rs.500
T5360,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T5361,"8JW7+CXC, Bilgi, Karnataka 587116, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5362,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",2,Equipment installation,Rs.500
T5363,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585361",1,Equipment installation,Rs.500
T5364,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5365,"3QMW+QV2, SH 70, Karnad, Mulki, Karnataka 574154, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5366,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5367,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5368,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",2,Equipment installation,Rs.500
T5369,"834/779, SH 9, Gauribidanur, Karnataka 561208, India",1,Equipment installation,Rs.500
T5370,"Block 3, Electronics City Phase 1, Electronic City, B-103, 2nd Cross Road, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560199",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5371,"FW99+HFM, M B Kere, Jalinagar, Davanagere, Karnataka 577001, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5372,"X2XR+CW6, Manvi, Karnataka 584123, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5373,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5374,"79GP+3XF, College Rd, Hosapete, Karnataka 583201, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5375,"WMHG+X59, Bellandur Main Rd, Bellandur, Bengaluru, Karnataka 560121",6,"Equipment Installation, Low Voltage Repair",Rs.750
T5376,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585397",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5377,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5378,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",1,Equipment installation,Rs.500
T5379,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585448",6,"Equipment Installation, Low Voltage Repair",Rs.750
T5380,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585128",6,"Equipment Installation, Low Voltage Repair",Rs.750
T5381,"Mini Vidana Soundha, Ballari - Hubballi Rd, New Hubli, Hubballi, Karnataka 580020, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5382,"233X+7WG, BM Rd, Ammeer Mohalla, Hassan, Karnataka 573201, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5383,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",1,Equipment installation,Rs.500
T5384,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5385,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5386,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T5387,"HCCC+74Q, Kanakagiri, Karnataka 583283, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5388,"M624+HMR, SH17, Channapatna, Karnataka 562160, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5389,"X2XR+CW6, Manvi, Karnataka 584123, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5390,"Bommaghatta Rd Kudligi, Karnataka 583135
India",3,Equipment installation,Rs.500
T5391,"HHC8+7R5, Aland, Karnataka 585302, India",1,Equipment installation,Rs.500
T5392,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585569",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5393,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5394,"GX2Q+FVF, Dyampur, Karnataka 583233",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5395,"X28C+HH3, Yaragatti, Karnataka 591129, India",1,Equipment installation,Rs.500
T5396,"Block 3, Electronics City Phase 1, Electronic City, B-103, 2nd Cross Road, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560121",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5397,"Mini Vidhana Soudha, SH 12, Shivayogi Nagar, Athani, Karnataka 591304, India",4,Equipment installation,Rs.500
T5398,"X2FR+8FJ, TDB Road, Mundgod, Karnataka 581349, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5399,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",1,Equipment installation,Rs.500
T5400,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T5401,"HCCC+74Q, Kanakagiri, Karnataka 583283, India",3,Equipment installation,Rs.500
T5402,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585515",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5403,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",2,Equipment installation,Rs.500
T5404,"MPX8+3G6, Ganeshwadi, Kagwad, Karnataka 591230",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5405,"Govindpur Road, opposite Police Station, Mudhol, Karnataka 587313, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5406,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",4,Equipment installation,Rs.500
T5407,"HHC8+7R5, Aland, Karnataka 585302, India",2,Equipment installation,Rs.500
T5408,"W7XV+8GQ, Ramdurg, Karnataka 591123, India",4,Equipment installation,Rs.500
T5409,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",3,Equipment installation,Rs.500
T5410,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5411,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",3,Equipment installation,Rs.500
T5412,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5413,"CPGQ+GJW, Alnavar, Karnataka 581103, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5414,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T5415,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5416,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T5417,"216, 2nd H Main Rd, East of NGEF Layout, Bennigana Halli, Bengaluru, Karnataka 560073",3,Equipment installation,Rs.500
T5418,"3QMW+QV2, SH 70, Karnad, Mulki, Karnataka 574154, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5419,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585195",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5420,"Indira Nagar Rd, Indira Nagar, Chikodi, Karnataka 591201, India",2,Equipment installation,Rs.500
T5421,"X6MC+58Q, Shiggaon, Karnataka 581205, India",3,Equipment installation,Rs.500
T5422,"Tarle Petrol Pump, Old Pune Bangalore Rd, Nipani, Karnataka 591237, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5423,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T5424,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5425,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5426,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T5427,"8VWV+3FQ, Siddapur Main Rd, Halgeri, Siddapur, Karnataka 581355, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5428,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5429,"X9J3+XMP, SH 6, Savanur Rural, Karnataka 581118, India",1,Equipment installation,Rs.500
T5430,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",1,Equipment installation,Rs.500
T5431,"Block 3, Electronics City Phase 1, Electronic City, B-103, 2nd Cross Road, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560114",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5432,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5433,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5434,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",3,Equipment installation,Rs.500
T5435,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",1,Equipment installation,Rs.500
T5436,"H93P+R8J, Kurunjibhag, Sulya, Karnataka 574327, India",3,Equipment installation,Rs.500
T5437,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",1,Equipment installation,Rs.500
T5438,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5439,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5440,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5441,"WMV4+7WC, Maski, Karnataka 584124, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5442,"MFHV+PJF, kakol Road,, Byadagi, Karnataka, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T5443,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5444,"X2FR+8FJ, TDB Road, Mundgod, Karnataka 581349, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5445,"233X+7WG, BM Rd, Ammeer Mohalla, Hassan, Karnataka 573201, India",4,Equipment installation,Rs.500
T5446,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5447,"Post office, Sirwar, Karnataka 584129, India",1,Equipment installation,Rs.500
T5448,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T5449,"233X+7WG, BM Rd, Ammeer Mohalla, Hassan, Karnataka 573201, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5450,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5451,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",3,Equipment installation,Rs.500
T5452,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",3,Equipment installation,Rs.500
T5453,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T5454,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",2,Equipment installation,Rs.500
T5455,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",2,Equipment installation,Rs.500
T5456,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",4,Equipment installation,Rs.500
T5457,"57HJ+MW7, Main Road, Sedam, Karnataka 585222, India",3,Equipment installation,Rs.500
T5458,"3HXV+35F, NES Office Rd, Suggappa Layout, East Colony, Yelahanka New Town, Bengaluru, Karnataka 560064, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5459,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5460,"MAIN ROAD, KOLHAR BASAVAN BAGEWADI, TALUK, Vijayapura, Karnataka 586220",2,Equipment installation,Rs.500
T5461,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585199",2,Equipment installation,Rs.500
T5462,"Pampa Nagar, Koppal, SH-130, Kanakagiri Gangavathi Munirabad Road, Gangavathi, Gangavathi, Karnataka 583227, India",1,Equipment installation,Rs.500
T5463,"X63F+PJR, Magadi Rural, Karnataka 562120, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T5464,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",1,Equipment installation,Rs.500
T5465,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T5466,"VKG Nagar, Gulbarga, SH-22, Sindagi Kalaburagi Road, Afzalpur, Afzalpur, Karnataka 585301, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5467,"Block 3, Electronics City Phase 1, Electronic City, B-103, 2nd Cross Road, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560179",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T5468,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
